1558, 33
1808, 32
2057, 30
2311, 35
2561, 33
2811, 32
3061, 33
3311, 34
3561, 32
3810, 31
4060, 31
4310, 32
4560, 33
4810, 30
5064, 31
5313, 34
5563, 30
5813, 33
6063, 32
6313, 32
6563, 35
6813, 33
7062, 32
7312, 31
7562, 35
7816, 32
8066, 32
8316, 32
8565, 31
8815, 34
9065, 34
9315, 30
9565, 32
9815, 31
10066, 32
10315, 33
10564, 32
10818, 31
11068, 32
11318, 31
11568, 32
11817, 31
12067, 32
12317, 32
12567, 30
12817, 30
13067, 33
13317, 31
13570, 31
13820, 30
14070, 31
14320, 33
14570, 31
14820, 31
15070, 33
15319, 32
15569, 30
15819, 30
16069, 34
16323, 34
16573, 31
16822, 33
17072, 31
17322, 30
17572, 31
17822, 34
18072, 31
18322, 32
18571, 32
18821, 31
19075, 31
19325, 35
19575, 32
19825, 33
20075, 32
20324, 30
20574, 35
20824, 32
21074, 32
21324, 32
21574, 30
21828, 31
22077, 33
22327, 30
22577, 32
22827, 30
23077, 30
23327, 35
23576, 32
23826, 33
24076, 32
24326, 32
24576, 34
24830, 31
25080, 33
25330, 31
25579, 33
25829, 33
26079, 32
26329, 33
26579, 32
26829, 31
27078, 34
27328, 31
27582, 33
27832, 32
28082, 34
28332, 34
28582, 32
28831, 33
29081, 33
29331, 33
29581, 33
29831, 32
30080, 31
30334, 31
30584, 33
30834, 30
31084, 31
31334, 34
31584, 31
31833, 30
32084, 31
32333, 35
32583, 33
32833, 31
33087, 33
33337, 34
33587, 32
33836, 31
34086, 32
34336, 36
34586, 31
34836, 32
35086, 33
35335, 31
35585, 34
35835, 32
36089, 32
36339, 32
36589, 31
36839, 34
37088, 34
37338, 31
37588, 33
37838, 33
38088, 31
38338, 35
38588, 32
38841, 33
39091, 31
39341, 31
39591, 33
39841, 33
40091, 32
40341, 33
40590, 32
40840, 32
41090, 35
41340, 31
41594, 33
41844, 32
42094, 30
42343, 30
42593, 32
42843, 36
43093, 34
43343, 31
43593, 33
43842, 34
44092, 32
44346, 32
44596, 33
44846, 34
45096, 32
45345, 33
45595, 33
45845, 32
46095, 32
46345, 33
46595, 30
46845, 30
47098, 34
47348, 30
47598, 31
47848, 35
48098, 32
48348, 32
48598, 32
48847, 32
49097, 34
49347, 31
49597, 33
49847, 33
50101, 31
50351, 32
50600, 32
50850, 32
51100, 33
51350, 32
51600, 35
51849, 33
52099, 32
52349, 31
52599, 31
52853, 34
53103, 30
53353, 33
53603, 32
53852, 31
54102, 33
54352, 37
54602, 35
54852, 32
55101, 33
55351, 32
55605, 32
55855, 35
56105, 34
56355, 32
56605, 33
56854, 31
57104, 32
57354, 36
57604, 33
57854, 31
58104, 32
58358, 30
58607, 31
58857, 33
59107, 32
59357, 33
59607, 30
59857, 30
60107, 34
60356, 34
60606, 31
60856, 33
61110, 32
61360, 30
61610, 34
61859, 35
62109, 33
62359, 33
62609, 32
62859, 32
63109, 36
63359, 34
63608, 31
63858, 33
64112, 34
64362, 33
64612, 31
64862, 32
65111, 36
65361, 34
65611, 31
65861, 33
66111, 32
66361, 30
66611, 32
66865, 35
67114, 31
67364, 31
67614, 33
67864, 33
68114, 32
68364, 31
68613, 34
68863, 31
69113, 34
69363, 33
69617, 31
69867, 36
70116, 31
70366, 32
70616, 31
70866, 30
71116, 35
71366, 32
71615, 32
71865, 32
72115, 30
72369, 32
72619, 34
72869, 33
73119, 32
73369, 33
73618, 33
73868, 29
74118, 29
74368, 31
74618, 34
74868, 30
75121, 31
75371, 33
75621, 32
75871, 29
76121, 29
76371, 31
76621, 35
76870, 30
77120, 30
77370, 31
77620, 33
77870, 30
78124, 30
78374, 35
78623, 32
78873, 32
79123, 33
79373, 31
79623, 32
79873, 34
80123, 33
80372, 31
80622, 34
80876, 32
81126, 31
81376, 31
81625, 35
81875, 31
82125, 31
82375, 33
82625, 30
82875, 31
83125, 35
83374, 32
83628, 32
83878, 34
84128, 31
84378, 30
84628, 31
84878, 33
85127, 35
85377, 30
85627, 29
85877, 29
86127, 30
86381, 33
86631, 32
86880, 33
87130, 36
87380, 35
87630, 33
87880, 30
88130, 30
88379, 30
88629, 33
88879, 36
89133, 32
89383, 30
89633, 31
89883, 33
90132, 30
90382, 30
90632, 31
90882, 35
91132, 31
91382, 31
91632, 33
91881, 31
92135, 30
92385, 32
92635, 33
92885, 30
93135, 31
93385, 32
93634, 31
93884, 29
94134, 29
94384, 31
94634, 31
94888, 34
95137, 36
95387, 38
95637, 35
95887, 32
96137, 29
96387, 28
96637, 29
96886, 31
97136, 32
97386, 32
97640, 33
97890, 33
98140, 34
98389, 35
98639, 32
98889, 30
99139, 30
99389, 30
99639, 32
99888, 35
100138, 34
100392, 30
100642, 29
100892, 32
101142, 33
101392, 31
101641, 31
101891, 36
102141, 34
102391, 32
102641, 33
102891, 33
103141, 31
103394, 31
103644, 32
103894, 35
104144, 34
104394, 29
104644, 31
104894, 32
105143, 34
105393, 32
105643, 30
105893, 30
106147, 30
106397, 33
106646, 34
106896, 31
107146, 32
107396, 32
107646, 31
107896, 30
108145, 34
108395, 35
108645, 31
108899, 30
109149, 32
109399, 34
109649, 30
109898, 30
110148, 30
110398, 36
110648, 32
110898, 29
111148, 31
111398, 33
111651, 34
111901, 31
112151, 32
112401, 33
112651, 37
112901, 33
113151, 30
113400, 31
113650, 31
113900, 32
114150, 34
114404, 34
114654, 35
114903, 32
115153, 29
115403, 28
115653, 29
115903, 29
116153, 32
116403, 33
116652, 37
116902, 38
117152, 37
117406, 33
117656, 31
117906, 29
118156, 31
118405, 33
118655, 34
118905, 31
119155, 30
119405, 30
119654, 35
119904, 32
120158, 31
120408, 31
120658, 33
120908, 30
121158, 31
121408, 31
121657, 37
121907, 35
122157, 32
122407, 32
122657, 34
122911, 31
123160, 29
123410, 31
123660, 32
123910, 33
124160, 36
124410, 32
124660, 31
124909, 32
125159, 33
125409, 32
125663, 31
125913, 30
126163, 32
126413, 35
126662, 37
126912, 34
127162, 29
127412, 32
127662, 35
127912, 32
128161, 31
128415, 34
128665, 36
128915, 32
129165, 32
129415, 33
129665, 31
129914, 30
