1453992572296, 479
1453992572546, 477
1453992572800, 476
1453992573049, 473
1453992573299, 474
1453992573549, 469
1453992573799, 471
1453992574049, 466
1453992574299, 469
1453992574548, 463
1453992574798, 467
1453992575048, 461
1453992575302, 466
1453992575552, 459
1453992575802, 465
1453992576052, 457
1453992576301, 464
1453992576551, 456
1453992576801, 463
